,Unnamed: 0,Rule,Conf_yes,Numrowstrue,Outof,numconditions
1287511,1287511,MV101=one && AIT202=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1287582,1287582,MV101=one && AIT202=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1287683,1287683,MV101=one && AIT202=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1287689,1287689,MV101=one && AIT202=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1287691,1287691,MV101=one && AIT202=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1287701,1287701,MV101=one && AIT202=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1287705,1287705,MV101=one && AIT202=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1287707,1287707,MV101=one && AIT202=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1287709,1287709,MV101=one && AIT202=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1287713,1287713,MV101=one && AIT202=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1396586,1396586,MV201=one && MV303=one && AIT202=LT && LIT301=GT,1.0,482,482,4
1399971,1399971,MV201=one && FIT101=LT && AIT202=LT && LIT301=GT,1.0,482,482,4
1401996,1401996,MV201=one && LIT101=GT && AIT202=LT && LIT301=GT,1.0,482,482,4
1404864,1404864,MV201=one && AIT202=LT && FIT201=LT && LIT301=GT,1.0,482,482,4
1404901,1404901,MV201=one && AIT202=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1404972,1404972,MV201=one && AIT202=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1405073,1405073,MV201=one && AIT202=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1405079,1405079,MV201=one && AIT202=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1405081,1405081,MV201=one && AIT202=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1405091,1405091,MV201=one && AIT202=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1405095,1405095,MV201=one && AIT202=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1405097,1405097,MV201=one && AIT202=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1405099,1405099,MV201=one && AIT202=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1405103,1405103,MV201=one && AIT202=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1419571,1419571,MV303=one && FIT101=LT && AIT202=LT && LIT301=GT,1.0,482,482,4
1421596,1421596,MV303=one && LIT101=GT && AIT202=LT && LIT301=GT,1.0,482,482,4
1424464,1424464,MV303=one && AIT202=LT && FIT201=LT && LIT301=GT,1.0,482,482,4
1424501,1424501,MV303=one && AIT202=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1424572,1424572,MV303=one && AIT202=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1424673,1424673,MV303=one && AIT202=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1424679,1424679,MV303=one && AIT202=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1424681,1424681,MV303=one && AIT202=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1424691,1424691,MV303=one && AIT202=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1424695,1424695,MV303=one && AIT202=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1424697,1424697,MV303=one && AIT202=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1424699,1424699,MV303=one && AIT202=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1424703,1424703,MV303=one && AIT202=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1473531,1473531,FIT101=LT && LIT101=GT && AIT202=LT && LIT301=GT,1.0,482,482,4
1476399,1476399,FIT101=LT && AIT202=LT && FIT201=LT && LIT301=GT,1.0,482,482,4
1476436,1476436,FIT101=LT && AIT202=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1476507,1476507,FIT101=LT && AIT202=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1476608,1476608,FIT101=LT && AIT202=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1476614,1476614,FIT101=LT && AIT202=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1476616,1476616,FIT101=LT && AIT202=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1476626,1476626,FIT101=LT && AIT202=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1476630,1476630,FIT101=LT && AIT202=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1476632,1476632,FIT101=LT && AIT202=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1476634,1476634,FIT101=LT && AIT202=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1476638,1476638,FIT101=LT && AIT202=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1505769,1505769,LIT101=GT && AIT202=LT && FIT201=LT && LIT301=GT,1.0,482,482,4
1505806,1505806,LIT101=GT && AIT202=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1505877,1505877,LIT101=GT && AIT202=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1505978,1505978,LIT101=GT && AIT202=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1505984,1505984,LIT101=GT && AIT202=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1505986,1505986,LIT101=GT && AIT202=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1505996,1505996,LIT101=GT && AIT202=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1506000,1506000,LIT101=GT && AIT202=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1506002,1506002,LIT101=GT && AIT202=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1506004,1506004,LIT101=GT && AIT202=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1506008,1506008,LIT101=GT && AIT202=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1545915,1545915,AIT202=LT && FIT201=LT && DPIT301=LT && LIT301=GT,1.0,482,482,4
1545986,1545986,AIT202=LT && FIT201=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1546087,1546087,AIT202=LT && FIT201=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1546093,1546093,AIT202=LT && FIT201=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1546095,1546095,AIT202=LT && FIT201=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1546105,1546105,AIT202=LT && FIT201=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1546109,1546109,AIT202=LT && FIT201=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1546111,1546111,AIT202=LT && FIT201=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1546113,1546113,AIT202=LT && FIT201=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1546117,1546117,AIT202=LT && FIT201=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1546652,1546652,AIT202=LT && DPIT301=LT && FIT301=LT && LIT301=GT,1.0,482,482,4
1546753,1546753,AIT202=LT && DPIT301=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1546759,1546759,AIT202=LT && DPIT301=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1546761,1546761,AIT202=LT && DPIT301=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1546771,1546771,AIT202=LT && DPIT301=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1546775,1546775,AIT202=LT && DPIT301=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1546777,1546777,AIT202=LT && DPIT301=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1546779,1546779,AIT202=LT && DPIT301=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1546783,1546783,AIT202=LT && DPIT301=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1547978,1547978,AIT202=LT && FIT301=LT && LIT301=GT && AIT402=LT,1.0,482,482,4
1547984,1547984,AIT202=LT && FIT301=LT && LIT301=GT && AIT501=GT,1.0,482,482,4
1547986,1547986,AIT202=LT && FIT301=LT && LIT301=GT && AIT502=LT,1.0,482,482,4
1547996,1547996,AIT202=LT && FIT301=LT && LIT301=GT && FIT503=LT,1.0,482,482,4
1548000,1548000,AIT202=LT && FIT301=LT && LIT301=GT && PIT501=LT,1.0,482,482,4
1548002,1548002,AIT202=LT && FIT301=LT && LIT301=GT && PIT502=LT,1.0,482,482,4
1548004,1548004,AIT202=LT && FIT301=LT && LIT301=GT && PIT503=LT,1.0,482,482,4
1548008,1548008,AIT202=LT && FIT301=LT && LIT301=GT && AIT201=LT,1.0,482,482,4
1549630,1549630,AIT202=LT && LIT301=GT && AIT402=LT && AIT501=GT,1.0,482,482,4
1549632,1549632,AIT202=LT && LIT301=GT && AIT402=LT && AIT502=LT,1.0,482,482,4
1549642,1549642,AIT202=LT && LIT301=GT && AIT402=LT && FIT503=LT,1.0,482,482,4
1549646,1549646,AIT202=LT && LIT301=GT && AIT402=LT && PIT501=LT,1.0,482,482,4
1549648,1549648,AIT202=LT && LIT301=GT && AIT402=LT && PIT502=LT,1.0,482,482,4
1549650,1549650,AIT202=LT && LIT301=GT && AIT402=LT && PIT503=LT,1.0,482,482,4
1549654,1549654,AIT202=LT && LIT301=GT && AIT402=LT && AIT201=LT,1.0,482,482,4
1549791,1549791,AIT202=LT && LIT301=GT && AIT501=GT && AIT502=LT,1.0,482,482,4
1549801,1549801,AIT202=LT && LIT301=GT && AIT501=GT && FIT503=LT,1.0,482,482,4
1549805,1549805,AIT202=LT && LIT301=GT && AIT501=GT && PIT501=LT,1.0,482,482,4
1549807,1549807,AIT202=LT && LIT301=GT && AIT501=GT && PIT502=LT,1.0,482,482,4
1549809,1549809,AIT202=LT && LIT301=GT && AIT501=GT && PIT503=LT,1.0,482,482,4
1549813,1549813,AIT202=LT && LIT301=GT && AIT501=GT && AIT201=LT,1.0,482,482,4
1549846,1549846,AIT202=LT && LIT301=GT && AIT502=LT && FIT503=LT,1.0,482,482,4
1549850,1549850,AIT202=LT && LIT301=GT && AIT502=LT && PIT501=LT,1.0,482,482,4
1549852,1549852,AIT202=LT && LIT301=GT && AIT502=LT && PIT502=LT,1.0,482,482,4
1549854,1549854,AIT202=LT && LIT301=GT && AIT502=LT && PIT503=LT,1.0,482,482,4
1549858,1549858,AIT202=LT && LIT301=GT && AIT502=LT && AIT201=LT,1.0,482,482,4
1550015,1550015,AIT202=LT && LIT301=GT && FIT503=LT && PIT501=LT,1.0,482,482,4
1550017,1550017,AIT202=LT && LIT301=GT && FIT503=LT && PIT502=LT,1.0,482,482,4
1550019,1550019,AIT202=LT && LIT301=GT && FIT503=LT && PIT503=LT,1.0,482,482,4
1550023,1550023,AIT202=LT && LIT301=GT && FIT503=LT && AIT201=LT,1.0,482,482,4
1550055,1550055,AIT202=LT && LIT301=GT && PIT501=LT && PIT502=LT,1.0,482,482,4
1550057,1550057,AIT202=LT && LIT301=GT && PIT501=LT && PIT503=LT,1.0,482,482,4
1550061,1550061,AIT202=LT && LIT301=GT && PIT501=LT && AIT201=LT,1.0,482,482,4
1550070,1550070,AIT202=LT && LIT301=GT && PIT502=LT && PIT503=LT,1.0,482,482,4
1550074,1550074,AIT202=LT && LIT301=GT && PIT502=LT && AIT201=LT,1.0,482,482,4
1550083,1550083,AIT202=LT && LIT301=GT && PIT503=LT && AIT201=LT,1.0,482,482,4
228562,228562,P101=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
372012,372012,P203=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
504361,504361,P205=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
683352,683352,P401=two && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
790486,790486,P601=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
888507,888507,MV301=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1097142,1097142,MV302=two && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1133132,1133132,MV304=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1230717,1230717,UV401=two && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1287697,1287697,MV101=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1405087,1405087,MV201=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1424687,1424687,MV303=one && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1476622,1476622,FIT101=LT && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1505992,1505992,LIT101=GT && AIT202=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1546101,1546101,AIT202=LT && FIT201=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1546767,1546767,AIT202=LT && DPIT301=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1547992,1547992,AIT202=LT && FIT301=LT && LIT301=GT && FIT501=GT,1.0,480,480,4
1549638,1549638,AIT202=LT && LIT301=GT && AIT402=LT && FIT501=GT,1.0,480,480,4
1549797,1549797,AIT202=LT && LIT301=GT && AIT501=GT && FIT501=GT,1.0,480,480,4
1549842,1549842,AIT202=LT && LIT301=GT && AIT502=LT && FIT501=GT,1.0,480,480,4
1549957,1549957,AIT202=LT && LIT301=GT && FIT501=GT && FIT503=LT,1.0,480,480,4
1549961,1549961,AIT202=LT && LIT301=GT && FIT501=GT && PIT501=LT,1.0,480,480,4
1549963,1549963,AIT202=LT && LIT301=GT && FIT501=GT && PIT502=LT,1.0,480,480,4
1549965,1549965,AIT202=LT && LIT301=GT && FIT501=GT && PIT503=LT,1.0,480,480,4
1549969,1549969,AIT202=LT && LIT301=GT && FIT501=GT && AIT201=LT,1.0,480,480,4
169402,169402,P101=one && P203=one && AIT203=LT && LIT301=GT,1.0,479,479,4
174878,174878,P101=one && P205=one && AIT203=LT && LIT301=GT,1.0,479,479,4
182547,182547,P101=one && P401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
187308,187308,P101=one && P601=one && AIT203=LT && LIT301=GT,1.0,479,479,4
191797,191797,P101=one && MV301=one && AIT203=LT && LIT301=GT,1.0,479,479,4
201882,201882,P101=one && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
203712,203712,P101=one && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
208846,208846,P101=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
211982,211982,P101=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
218877,218877,P101=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
220102,220102,P101=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
223487,223487,P101=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
225512,225512,P101=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
228222,228222,P101=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
229159,229159,P101=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
229196,229196,P101=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
229267,229267,P101=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
229368,229368,P101=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
229374,229374,P101=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
229376,229376,P101=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
229386,229386,P101=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
229390,229390,P101=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
229392,229392,P101=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
229394,229394,P101=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
229398,229398,P101=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
318328,318328,P203=one && P205=one && AIT203=LT && LIT301=GT,1.0,479,479,4
325997,325997,P203=one && P401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
330758,330758,P203=one && P601=one && AIT203=LT && LIT301=GT,1.0,479,479,4
335247,335247,P203=one && MV301=one && AIT203=LT && LIT301=GT,1.0,479,479,4
345332,345332,P203=one && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
347162,347162,P203=one && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
352296,352296,P203=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
355432,355432,P203=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
362327,362327,P203=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
363552,363552,P203=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
366937,366937,P203=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
368962,368962,P203=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
371672,371672,P203=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
372609,372609,P203=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
372646,372646,P203=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
372717,372717,P203=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
372818,372818,P203=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
372824,372824,P203=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
372826,372826,P203=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
372836,372836,P203=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
372840,372840,P203=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
372842,372842,P203=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
372844,372844,P203=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
372848,372848,P203=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
458346,458346,P205=one && P401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
463107,463107,P205=one && P601=one && AIT203=LT && LIT301=GT,1.0,479,479,4
467596,467596,P205=one && MV301=one && AIT203=LT && LIT301=GT,1.0,479,479,4
477681,477681,P205=one && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
479511,479511,P205=one && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
484645,484645,P205=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
487781,487781,P205=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
494676,494676,P205=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
495901,495901,P205=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
499286,499286,P205=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
501311,501311,P205=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
504021,504021,P205=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
504958,504958,P205=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
504995,504995,P205=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
505066,505066,P205=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
505167,505167,P205=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
505173,505173,P205=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
505175,505175,P205=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
505185,505185,P205=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
505189,505189,P205=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
505191,505191,P205=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
505193,505193,P205=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
505197,505197,P205=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
642098,642098,P401=two && P601=one && AIT203=LT && LIT301=GT,1.0,479,479,4
646587,646587,P401=two && MV301=one && AIT203=LT && LIT301=GT,1.0,479,479,4
656672,656672,P401=two && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
658502,658502,P401=two && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
663636,663636,P401=two && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
666772,666772,P401=two && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
673667,673667,P401=two && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
674892,674892,P401=two && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
678277,678277,P401=two && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
680302,680302,P401=two && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
683012,683012,P401=two && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
683949,683949,P401=two && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
683986,683986,P401=two && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
684057,684057,P401=two && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
684158,684158,P401=two && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
684164,684164,P401=two && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
684166,684166,P401=two && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
684176,684176,P401=two && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
684180,684180,P401=two && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
684182,684182,P401=two && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
684184,684184,P401=two && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
684188,684188,P401=two && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
753721,753721,P601=one && MV301=one && AIT203=LT && LIT301=GT,1.0,479,479,4
763806,763806,P601=one && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
765636,765636,P601=one && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
770770,770770,P601=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
773906,773906,P601=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
780801,780801,P601=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
782026,782026,P601=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
785411,785411,P601=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
787436,787436,P601=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
790146,790146,P601=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
791083,791083,P601=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
791120,791120,P601=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
791191,791191,P601=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
791292,791292,P601=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
791298,791298,P601=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
791300,791300,P601=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
791310,791310,P601=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
791314,791314,P601=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
791316,791316,P601=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
791318,791318,P601=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
791322,791322,P601=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
861827,861827,MV301=one && MV302=two && AIT203=LT && LIT301=GT,1.0,479,479,4
863657,863657,MV301=one && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
868791,868791,MV301=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
871927,871927,MV301=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
878822,878822,MV301=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
880047,880047,MV301=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
883432,883432,MV301=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
885457,885457,MV301=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
888167,888167,MV301=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
889104,889104,MV301=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
889141,889141,MV301=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
889212,889212,MV301=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
889313,889313,MV301=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
889319,889319,MV301=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
889321,889321,MV301=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
889331,889331,MV301=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
889335,889335,MV301=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
889337,889337,MV301=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
889339,889339,MV301=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
889343,889343,MV301=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1072292,1072292,MV302=two && MV304=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1077426,1077426,MV302=two && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
